STATE_UT,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
Tamil Nadu,2010,11.8,0.2,1.9,22.9,91.9,70.0,81.4,102.9,111.1,148.1,328.6,124.5,1095.2,11.9,116.7,365.4,601.2
Tamil Nadu,2011,4.3,11.2,8.0,91.5,33.4,56.0,45.5,128.9,76.0,200.4,230.5,41.0,926.5,15.5,132.8,306.4,471.8
Tamil Nadu,2012,3.0,0.1,2.5,35.5,41.9,30.1,46.5,98.0,84.9,235.2,44.5,14.0,636.1,3.1,79.9,259.5,293.6
Tamil Nadu,2013,3.9,30.9,30.0,20.3,42.0,54.6,42.7,110.7,113.5,127.9,112.3,53.2,741.9,34.8,92.2,321.5,293.4
Tamil Nadu,2014,7.4,6.1,8.1,8.3,139.1,47.8,50.6,117.7,98.9,252.2,110.8,66.0,913.0,13.4,155.5,315.1,428.9
Tamil Nadu,2015,8.3,2.3,21.7,108.8,112.4,62.4,43.5,81.6,98.4,132.6,379.8,152.8,1204.6,10.6,242.8,285.9,665.3
Telangana,1901,6.9,41.8,7.8,45.2,22.0,123.6,237.8,177.2,77.7,75.5,12.2,0.0,827.7,48.7,75.0,616.4,87.7
Telangana,1902,0.0,0.0,0.2,10.7,7.3,52.4,146.3,142.8,190.5,41.7,31.2,7.3,630.4,0.0,18.2,532.0,80.2
Telangana,1903,12.9,4.6,0.0,9.9,40.7,99.2,505.2,246.7,191.9,155.8,15.5,1.1,1283.4,17.5,50.5,1042.9,172.4
Telangana,1904,0.0,0.0,10.8,0.8,14.7,104.2,139.5,50.0,162.3,44.4,0.0,0.0,526.7,0.0,26.3,456.0,44.4
Telangana,1905,0.0,4.3,12.8,27.6,32.2,129.5,82.4,237.3,179.1,19.6,0.0,0.0,724.9,4.3,72.6,628.4,19.6
Telangana,1906,22.5,1.2,13.4,2.4,0.7,211.1,210.8,226.7,96.3,20.5,14.9,34.8,855.2,23.7,16.5,744.8,70.2
Telangana,1907,1.0,3.3,10.2,61.9,0.2,217.5,160.5,263.3,116.8,0.3,3.6,5.0,843.7,4.3,72.3,758.1,8.9
Telangana,1908,35.6,2.6,5.2,0.3,6.5,107.4,254.9,168.3,401.2,0.1,0.0,0.7,982.8,38.3,12.0,931.8,0.8
Telangana,1909,0.5,5.9,0.5,26.4,2.2,133.8,288.3,168.6,138.5,4.6,0.0,0.2,769.5,6.3,29.1,729.2,4.8
Telangana,1910,0.0,0.0,0.0,4.2,25.0,220.9,198.2,150.3,230.5,101.4,45.3,0.0,975.9,0.0,29.2,799.9,146.8
Telangana,1911,0.0,0.0,7.9,0.7,7.8,133.9,122.1,176.3,174.4,23.0,6.0,9.9,662.0,0.0,16.4,606.7,39.0
Telangana,1912,0.0,37.5,0.0,20.4,6.6,28.5,263.3,196.8,149.5,7.8,33.4,0.0,743.8,37.5,26.9,638.1,41.3
Telangana,1913,0.0,13.4,0.0,8.0,34.6,83.5,337.2,108.8,101.7,35.2,0.0,9.7,732.2,13.4,42.6,631.3,44.9
Telangana,1914,0.0,0.0,1.2,34.1,41.5,233.1,271.3,195.1,278.6,16.2,10.3,2.0,1083.5,0.0,76.8,978.1,28.5
Telangana,1915,15.4,8.6,77.8,18.8,26.7,165.6,140.4,236.2,186.8,122.0,23.6,0.1,1022.0,24.0,123.3,729.0,145.7
Telangana,1916,0.0,4.1,0.0,15.9,16.1,233.2,216.4,137.0,291.8,153.1,95.1,0.0,1162.6,4.1,32.0,878.4,248.1
Telangana,1917,0.0,65.5,33.0,34.1,52.7,184.1,267.5,180.1,275.6,106.7,6.6,0.0,1206.0,65.5,119.9,907.3,113.4
Telangana,1918,20.2,0.0,32.6,8.3,55.5,97.8,106.1,89.6,96.9,6.4,7.5,33.9,554.7,20.2,96.4,390.3,47.8
Telangana,1919,5.5,39.2,31.3,35.0,23.6,158.8,139.4,115.3,129.9,130.6,78.5,7.4,894.6,44.8,89.9,543.4,216.6
Telangana,1920,7.4,0.0,1.7,24.4,31.4,62.8,138.8,66.5,78.9,24.9,0.0,0.0,437.0,7.4,57.6,347.1,24.9
Telangana,1921,7.1,0.0,0.1,5.4,5.5,200.9,296.7,161.1,240.7,68.0,17.9,0.0,1003.3,7.1,11.0,899.4,85.9
Telangana,1922,55.3,0.0,0.0,6.6,50.1,69.2,184.3,158.3,170.2,23.0,50.7,0.0,767.5,55.3,56.7,581.9,73.7
Telangana,1923,3.0,5.3,23.3,10.7,18.0,43.5,222.8,80.3,334.4,44.0,1.0,0.0,786.2,8.3,52.0,680.9,45.0
Telangana,1924,37.0,0.0,0.0,9.2,34.6,62.8,124.7,220.2,288.2,51.6,116.1,0.0,944.5,37.0,43.8,695.9,167.7
Telangana,1925,0.0,0.0,0.0,49.8,97.8,168.1,266.2,239.2,148.1,187.5,8.1,3.1,1167.9,0.0,147.6,821.6,198.7
Telangana,1926,46.1,2.0,24.0,48.8,24.0,74.7,227.3,205.1,70.5,41.0,0.0,0.0,763.5,48.1,96.8,577.6,41.0
Telangana,1927,9.6,11.0,4.6,2.0,14.3,248.3,266.0,158.5,142.4,59.9,89.0,0.0,1005.5,20.7,20.8,815.1,148.9
Telangana,1928,0.0,15.8,47.3,4.5,27.9,143.9,248.6,191.6,215.2,104.1,0.0,7.4,1006.4,15.8,79.7,799.4,111.5
Telangana,1929,5.3,64.8,0.0,21.7,2.8,146.0,115.0,142.2,232.5,35.9,0.0,24.5,790.5,70.0,24.4,635.6,60.3
Telangana,1930,0.0,14.7,5.4,13.5,1.7,184.9,131.1,144.7,215.6,60.0,64.3,0.0,835.8,14.7,20.6,676.2,124.3
Telangana,1931,0.3,5.1,4.0,13.3,25.9,187.3,368.6,155.9,288.1,107.4,25.5,1.6,1183.1,5.4,43.3,1000.0,134.5
Telangana,1932,0.0,40.3,1.3,17.6,25.8,119.7,300.4,179.0,172.9,32.0,60.9,0.0,949.9,40.3,44.6,772.0,92.9
Telangana,1933,12.9,17.4,15.7,25.0,63.4,332.0,243.4,226.7,262.2,128.9,24.0,44.5,1396.3,30.3,104.2,1064.3,197.4
Telangana,1934,0.1,0.0,0.1,18.3,1.2,111.7,296.9,280.2,162.3,15.2,42.0,0.0,927.9,0.1,19.6,851.1,57.1
Telangana,1935,16.2,3.4,1.4,42.2,2.7,115.1,309.7,162.9,198.3,43.5,2.6,0.5,898.5,19.6,46.3,786.0,46.6
Telangana,1936,2.5,79.1,15.3,8.4,73.7,200.0,268.9,220.9,128.4,96.4,48.2,15.1,1157.0,81.7,97.4,818.2,159.7
Telangana,1937,0.0,33.2,28.6,105.6,3.0,77.8,285.8,102.4,153.6,72.1,0.9,3.0,866.1,33.2,137.3,619.6,76.0
Telangana,1938,0.0,41.3,14.2,16.6,27.8,226.3,331.6,256.5,201.9,59.2,0.0,0.0,1175.3,41.3,58.6,1016.2,59.2
Telangana,1939,0.0,0.0,22.0,16.7,3.0,73.5,173.2,202.5,107.1,130.3,11.8,0.0,740.0,0.0,41.7,556.3,142.1
Telangana,1940,0.0,0.5,11.4,33.6,91.4,128.5,345.8,281.5,94.7,64.9,22.2,8.1,1082.6,0.5,136.4,850.6,95.1
Telangana,1941,16.6,3.3,4.8,4.8,17.5,121.4,87.9,149.9,137.5,49.6,0.7,0.4,594.4,19.9,27.2,496.7,50.7
Telangana,1942,0.0,23.0,0.2,31.7,30.9,160.0,250.1,277.3,107.4,20.9,3.9,1.6,906.9,23.0,62.7,794.7,26.4
Telangana,1943,15.2,0.6,1.7,34.4,26.9,180.4,179.3,133.4,262.2,62.7,2.6,0.0,899.3,15.8,62.9,755.3,65.2
Telangana,1944,0.0,13.7,82.3,5.4,15.7,114.5,224.1,142.4,207.7,131.9,22.7,0.0,960.5,13.7,103.4,688.7,154.7
Telangana,1945,4.3,0.0,0.0,39.0,11.2,144.5,332.1,238.4,159.1,94.1,4.8,0.0,1027.4,4.3,50.3,874.0,98.9
Telangana,1946,0.0,15.9,5.2,21.7,14.5,152.1,287.2,149.5,85.0,30.7,57.5,3.6,822.8,15.9,41.3,673.9,91.8
Telangana,1947,13.4,18.0,3.3,1.8,10.8,59.9,273.3,315.5,248.3,35.3,16.2,9.7,1005.5,31.4,15.9,897.0,61.1
Telangana,1948,3.7,4.6,5.1,20.0,15.0,71.4,239.3,165.4,242.5,25.0,123.0,0.0,915.0,8.3,40.1,718.6,148.0
Telangana,1949,0.5,0.0,2.4,13.8,67.9,152.0,335.5,173.6,198.1,94.6,0.2,0.0,1038.6,0.6,84.1,859.2,94.8
Telangana,1950,0.0,34.7,14.2,0.2,11.6,78.4,222.7,118.5,254.1,21.8,4.7,0.5,761.3,34.7,25.9,673.7,26.9
Telangana,1951,0.0,0.0,56.1,20.1,31.1,116.8,356.0,151.7,103.9,64.4,0.7,0.0,900.8,0.0,107.3,728.3,65.1
Telangana,1952,0.5,16.4,0.8,12.4,32.5,80.1,205.1,148.9,137.7,88.3,0.2,6.9,729.7,16.9,45.6,571.9,95.3
Telangana,1953,5.1,0.0,3.0,26.8,0.7,224.0,200.9,364.5,269.5,175.8,1.7,0.0,1272.1,5.1,30.5,1058.9,177.5
Telangana,1954,0.0,0.0,13.2,4.3,14.4,105.3,300.4,192.5,252.9,44.2,0.0,1.2,928.4,0.0,31.9,851.2,45.4
Telangana,1955,1.0,0.0,2.9,9.8,27.8,230.3,259.9,300.1,249.7,116.2,5.5,0.0,1203.2,1.0,40.5,1040.0,121.7
Telangana,1956,0.7,1.5,1.9,5.9,52.9,220.1,393.8,133.3,156.9,94.5,59.1,0.0,1120.5,2.2,60.6,904.1,153.5
Telangana,1957,0.0,7.7,23.7,33.4,18.6,157.9,206.9,358.5,100.9,75.6,0.0,0.0,983.2,7.7,75.8,824.1,75.6
Telangana,1958,2.1,4.9,10.0,24.7,14.1,72.9,407.5,351.7,135.2,69.8,20.9,0.0,1113.9,7.1,48.8,967.3,90.8
Telangana,1959,1.0,0.4,0.0,4.0,16.3,163.7,403.2,348.3,212.8,68.6,4.2,1.7,1224.1,1.4,20.3,1128.0,74.5
Telangana,1960,0.7,0.0,32.9,4.1,21.9,223.9,203.6,82.1,197.5,59.4,12.0,1.4,839.5,0.7,58.8,707.1,72.8
Telangana,1961,0.8,6.1,2.7,11.8,46.1,142.2,368.3,209.2,144.5,188.3,26.4,0.2,1146.5,6.9,60.6,864.1,215.0
Telangana,1962,0.2,25.1,2.1,47.0,20.3,84.5,270.5,264.1,289.6,62.5,38.6,34.2,1138.7,25.3,69.4,908.7,135.4
Telangana,1963,0.0,0.3,4.0,35.5,9.0,179.5,214.7,372.7,103.3,91.2,0.0,0.0,1010.1,0.3,48.5,870.1,91.2
Telangana,1964,0.0,0.2,5.5,2.1,0.7,109.1,186.3,232.3,302.4,41.7,7.2,0.0,887.5,0.2,8.3,830.1,48.9
Telangana,1965,2.7,0.8,4.4,6.8,2.7,124.3,318.6,152.2,166.2,0.1,0.0,0.0,778.9,3.5,13.9,761.3,0.1
Telangana,1966,19.8,0.0,2.6,7.9,2.7,67.2,294.0,216.3,254.4,39.5,34.9,31.7,970.9,19.8,13.2,831.9,106.1
Telangana,1967,0.3,0.0,62.7,8.5,1.1,166.7,320.8,183.7,139.4,5.6,0.2,53.1,942.1,0.3,72.3,810.6,58.8
Telangana,1968,16.5,15.0,35.1,16.0,7.4,87.6,188.6,52.3,231.4,82.7,15.8,0.1,748.7,31.5,58.5,560.0,98.7
Telangana,1969,2.2,0.0,1.4,9.6,53.3,103.2,265.5,186.4,278.8,56.1,64.4,26.2,1047.1,2.2,64.3,833.9,146.7
Telangana,1970,6.9,0.7,4.5,22.5,45.8,205.5,135.6,345.8,176.1,26.8,0.0,0.0,970.3,7.6,72.8,863.0,26.8
Telangana,1971,7.3,7.5,6.3,6.9,37.8,139.9,114.1,144.3,97.2,167.9,0.0,0.0,729.1,14.8,51.0,495.4,167.9
Telangana,1972,0.0,14.6,0.1,12.7,12.2,162.8,183.9,93.9,71.3,64.8,49.7,4.8,670.7,14.6,24.9,511.9,119.4
Telangana,1973,0.0,0.0,1.7,5.5,6.4,110.5,239.4,367.0,83.5,223.0,5.3,0.1,1042.5,0.0,13.7,800.4,228.4
Telangana,1974,0.0,0.0,1.8,7.0,32.9,111.1,113.1,171.9,124.8,261.6,6.0,0.0,830.4,0.0,41.7,521.0,267.6
Telangana,1975,12.9,10.5,7.7,3.0,21.8,138.8,269.4,194.0,347.0,204.9,5.7,0.0,1215.8,23.4,32.6,949.2,210.6
Telangana,1976,0.2,0.0,1.0,25.6,10.7,85.7,471.7,277.3,123.4,5.6,34.5,0.0,1035.6,0.2,37.3,958.0,40.1
Telangana,1977,0.0,0.0,2.4,8.0,42.3,97.4,253.1,240.0,70.9,51.0,36.7,6.7,808.6,0.0,52.6,661.5,94.5
Telangana,1978,30.7,19.1,5.9,20.6,23.0,261.6,376.5,376.7,116.0,50.1,31.6,0.0,1311.7,49.8,49.5,1130.8,81.7
Telangana,1979,9.8,22.8,1.2,12.6,48.7,145.9,156.4,131.8,200.0,15.7,39.5,7.3,791.7,32.7,62.5,634.0,62.5
Telangana,1980,0.0,0.0,5.3,15.5,8.3,219.6,210.1,294.5,145.6,5.0,2.4,16.2,922.6,0.0,29.1,869.9,23.6
Telangana,1981,10.3,0.0,26.2,11.7,40.1,187.2,227.5,310.2,285.2,42.5,0.8,2.1,1143.5,10.3,77.9,1010.0,45.3
Telangana,1982,5.7,0.0,4.2,22.2,37.1,123.8,265.6,184.1,174.4,100.8,15.3,0.0,933.2,5.8,63.6,747.8,116.1
Telangana,1983,0.0,4.2,1.7,3.9,38.4,158.8,301.5,416.8,378.2,185.4,1.0,7.5,1497.5,4.2,43.9,1255.4,194.0
Telangana,1984,7.3,8.1,4.7,11.4,3.5,104.9,277.8,119.8,111.8,91.1,2.2,0.0,742.8,15.5,19.7,614.4,93.3
Telangana,1985,5.7,0.0,4.7,15.5,13.6,181.4,223.8,160.8,70.0,108.0,0.0,2.3,785.9,5.7,33.9,636.1,110.3
Telangana,1986,29.4,60.3,1.9,21.5,9.1,115.5,234.9,406.8,65.6,24.6,20.4,17.3,1007.3,89.7,32.5,822.8,62.3
Telangana,1987,15.3,1.0,18.4,9.5,30.5,133.1,275.0,221.6,60.1,94.7,116.0,1.8,976.9,16.2,58.3,689.8,212.5
Telangana,1988,0.0,6.5,1.1,26.6,3.4,135.8,656.2,341.7,313.4,50.5,2.4,7.2,1544.9,6.5,31.1,1447.2,60.1
Telangana,1989,0.0,0.0,39.2,1.9,4.9,238.5,406.0,277.7,165.4,17.4,1.4,8.6,1161.0,0.0,45.9,1087.6,27.4
Telangana,1990,4.2,4.1,35.2,1.0,159.8,245.1,180.2,471.1,132.1,180.2,12.4,0.1,1425.7,8.3,196.1,1028.6,192.7
Telangana,1991,21.7,4.1,8.9,21.6,34.4,194.5,268.8,122.0,100.8,29.4,36.8,6.0,849.1,25.8,65.0,686.2,72.2
Telangana,1992,4.8,0.0,2.5,10.7,20.6,180.5,180.5,271.8,99.0,47.0,46.1,0.0,863.5,4.8,33.9,731.8,93.1
Telangana,1993,4.9,2.0,12.9,13.1,29.4,83.9,291.8,146.4,187.0,100.9,0.1,13.2,885.6,7.0,55.3,709.0,114.2
Telangana,1994,8.6,12.5,0.0,21.5,20.4,115.3,308.2,256.3,53.9,143.0,36.2,0.0,975.7,21.1,41.8,733.6,179.2
Telangana,1995,98.7,0.5,22.0,16.0,35.6,135.4,282.1,209.2,141.1,332.7,12.6,0.0,1286.0,99.3,73.6,767.9,345.3
Telangana,1996,0.0,7.9,4.7,31.1,13.6,115.9,264.1,295.9,160.2,72.4,13.2,7.8,986.8,7.9,49.4,836.1,93.4
Telangana,1997,22.6,0.9,20.2,43.4,21.3,85.5,156.7,154.5,169.1,87.9,46.9,46.9,856.0,23.5,84.9,565.9,181.7
Telangana,1998,5.2,22.2,15.2,15.5,27.9,149.4,264.0,290.5,209.3,79.4,14.5,0.0,1093.0,27.3,58.5,913.2,93.9
Telangana,1999,0.0,9.3,4.6,1.7,74.8,141.6,205.2,190.9,177.6,55.7,2.2,0.0,863.8,9.3,81.2,715.4,58.0
Telangana,2000,0.6,16.8,1.0,16.3,48.8,253.2,220.9,420.5,70.7,20.2,6.4,2.5,1078.0,17.5,66.1,965.3,29.1
Telangana,2001,8.5,0.0,21.5,37.3,7.5,183.9,123.8,266.8,119.9,135.6,17.4,0.0,922.3,8.5,66.4,694.3,153.1
Telangana,2002,18.8,10.1,7.6,7.7,32.0,143.2,91.7,321.7,52.4,76.2,3.9,0.0,765.3,28.9,47.3,609.0,80.1
Telangana,2003,0.0,10.7,21.9,14.0,7.9,112.6,312.2,266.5,103.2,101.7,7.3,5.3,963.2,10.7,43.8,794.5,114.2
Telangana,2004,34.4,17.9,9.3,25.9,34.6,64.6,216.7,117.7,110.1,30.6,5.3,0.0,667.0,52.2,69.8,509.1,35.9
Telangana,2005,43.4,14.1,14.6,23.8,19.7,115.1,400.3,126.9,246.3,136.1,3.9,18.8,1163.1,57.5,58.2,888.5,158.8
Telangana,2006,0.0,0.0,42.7,38.6,46.1,104.8,169.5,308.2,280.2,28.1,34.7,0.0,1053.0,0.0,127.5,862.7,62.8
Telangana,2007,0.0,0.0,0.1,0.1,9.2,176.6,134.6,206.6,262.3,40.8,13.0,0.0,843.3,0.0,9.4,780.2,53.8
Telangana,2008,0.2,18.6,108.6,15.7,4.9,132.9,183.4,391.8,146.7,24.2,7.5,0.8,1035.3,18.8,129.3,854.8,32.5
Telangana,2009,0.0,0.0,2.1,4.5,13.1,85.8,118.4,192.3,149.7,69.5,29.6,1.2,666.3,0.0,19.8,546.2,100.3
Telangana,2010,10.3,5.3,1.5,5.6,24.9,127.0,395.5,308.1,249.8,98.7,40.5,9.3,1276.4,15.5,32.0,1080.4,148.5
Telangana,2011,0.0,11.9,2.6,25.6,9.3,83.9,268.2,225.9,107.6,13.9,4.2,0.0,753.1,11.9,37.4,685.6,18.1
Telangana,2012,6.7,0.0,0.2,14.0,8.4,124.4,300.3,229.9,202.4,83.6,38.7,0.0,1008.6,6.7,22.6,857.0,122.3
Telangana,2013,2.4,29.0,0.2,24.4,8.5,213.4,453.8,230.6,161.4,205.9,16.4,2.7,1348.7,31.4,33.0,1059.2,225.0
Telangana,2014,0.2,2.9,58.3,10.3,73.3,62.3,146.0,205.2,146.8,29.6,10.8,0.7,746.4,3.1,141.9,560.2,41.0
Telangana,2015,17.5,0.0,43.0,65.7,23.3,266.9,104.4,160.5,158.3,15.6,0.3,1.7,857.3,17.5,132.0,690.1,17.6
Tripura,1901,11.7,18.1,29.4,206.2,124.0,443.3,331.4,466.0,304.1,166.7,67.4,0.0,2168.4,29.8,359.6,1544.8,234.2
Tripura,1902,4.8,0.5,36.3,297.8,215.5,480.1,392.4,312.8,318.7,102.4,8.9,4.7,2175.0,5.2,549.7,1504.0,116.0
Tripura,1903,6.5,40.5,139.8,45.5,159.9,458.6,300.2,470.6,366.1,166.4,76.7,0.1,2230.7,47.0,345.1,1595.4,243.2
Tripura,1904,2.3,46.9,47.5,290.3,230.5,455.3,423.5,423.6,375.8,128.9,90.0,5.0,2519.8,49.3,568.3,1678.2,224.0
Tripura,1905,9.1,35.3,306.5,161.7,193.6,339.7,450.1,429.9,320.1,246.4,8.0,27.1,2527.6,44.5,661.8,1539.8,281.5
Tripura,1906,7.0,71.5,72.5,99.0,302.7,417.4,475.2,439.2,439.1,142.8,44.9,3.2,2514.4,78.5,474.2,1770.9,190.9
Tripura,1907,39.1,30.4,92.8,189.1,156.0,414.1,400.9,291.4,336.1,114.6,3.9,53.4,2121.7,69.5,437.9,1442.4,171.9
Tripura,1908,26.4,15.0,4.3,141.1,252.1,360.0,531.5,371.9,317.8,192.6,106.5,0.0,2319.3,41.4,397.5,1581.3,299.1
Tripura,1909,6.0,4.7,3.1,201.8,235.1,415.3,348.9,540.0,245.8,167.7,71.4,69.0,2308.7,10.7,439.9,1549.9,308.1
Tripura,1910,26.0,10.9,30.7,138.4,228.0,444.8,405.0,439.8,336.2,196.0,12.3,0.0,2267.9,36.9,397.0,1625.8,208.3
Tripura,1911,47.3,11.9,102.2,141.3,331.3,444.9,471.5,397.9,287.8,226.0,17.4,0.3,2479.8,59.1,574.9,1602.0,243.7
Tripura,1912,1.0,36.7,127.8,305.9,222.5,344.7,392.6,394.8,262.8,179.1,34.9,6.1,2308.8,37.7,656.2,1394.9,220.0
Tripura,1913,4.3,63.4,109.9,138.1,264.1,559.1,509.2,426.7,222.1,202.9,83.6,29.7,2613.2,67.7,512.2,1717.1,316.2
Tripura,1914,5.0,93.3,129.7,255.9,276.5,342.6,437.4,501.5,262.0,106.0,13.8,105.4,2529.2,98.4,662.1,1543.5,225.2
Tripura,1915,13.9,35.5,89.4,198.9,448.9,465.2,478.0,510.5,310.4,231.1,37.7,0.4,2819.9,49.4,737.2,1764.1,269.2
Tripura,1916,13.2,17.5,37.3,212.5,131.8,363.8,491.4,419.3,388.5,417.5,55.0,7.1,2555.0,30.7,381.6,1663.1,479.6
Tripura,1917,1.3,81.8,25.6,289.1,121.7,356.6,387.3,375.8,371.7,147.9,63.3,0.1,2222.2,83.1,436.4,1491.4,211.3
Tripura,1918,3.8,6.1,138.6,224.8,361.9,573.8,638.5,569.3,363.9,75.7,52.3,4.5,3013.3,9.9,725.3,2145.5,132.5
Tripura,1919,17.5,18.1,17.3,151.1,132.7,358.4,403.5,372.9,375.0,111.1,84.8,5.7,2047.9,35.6,301.0,1509.7,201.6
Tripura,1920,5.1,56.8,272.7,143.7,167.9,363.3,443.6,449.6,326.2,137.0,7.1,2.7,2375.8,61.9,584.3,1582.7,146.9
Tripura,1921,46.9,24.1,179.2,178.2,271.3,443.8,387.8,382.4,430.7,286.7,4.7,2.4,2638.2,70.9,628.8,1644.7,293.8
Tripura,1922,8.5,4.5,17.3,119.3,182.1,569.1,479.6,536.6,330.9,170.8,38.2,5.8,2462.6,13.0,318.7,1916.2,214.8
Tripura,1923,0.0,64.9,13.5,216.2,296.1,506.2,411.9,488.5,374.9,210.9,93.7,8.7,2685.5,64.9,525.8,1781.5,313.3
Tripura,1924,3.7,45.2,14.1,170.9,295.1,478.6,462.7,482.2,356.2,179.2,213.7,0.1,2701.7,48.8,480.1,1779.7,393.0
Tripura,1925,43.0,36.4,35.0,195.6,385.5,362.4,461.4,440.3,280.1,170.7,37.0,0.0,2447.5,79.4,616.2,1544.3,207.7
Tripura,1926,24.0,70.1,155.5,177.1,229.7,361.1,477.6,441.7,287.3,155.6,36.4,47.1,2463.2,94.1,562.3,1567.7,239.1
Tripura,1927,41.4,103.5,56.3,360.4,245.2,363.8,498.4,456.6,533.9,178.4,48.6,0.8,2887.5,145.0,662.0,1852.7,227.9
Tripura,1928,4.3,28.5,52.3,65.3,309.0,463.2,397.7,468.3,392.8,272.5,18.4,0.1,2472.4,32.8,426.7,1722.0,291.0
Tripura,1929,38.3,7.7,48.0,242.7,433.0,859.1,385.0,371.4,314.8,121.7,11.3,26.4,2859.4,46.0,723.7,1930.4,159.4
Tripura,1930,22.6,53.6,107.5,161.0,223.1,506.6,438.2,385.6,256.7,100.8,230.7,1.0,2487.4,76.3,491.6,1587.0,332.5
Tripura,1931,2.7,53.0,59.6,109.9,360.6,388.8,520.0,300.4,364.1,209.9,69.2,23.0,2461.1,55.8,530.1,1573.3,302.1
Tripura,1932,6.1,69.7,99.1,162.2,323.6,600.7,491.2,402.4,376.2,80.4,145.9,4.3,2761.7,75.7,584.8,1870.5,230.6
Tripura,1933,2.5,19.7,34.3,167.0,298.4,463.4,476.3,603.5,259.6,113.4,9.6,4.1,2451.8,22.2,499.7,1802.8,127.1
Tripura,1934,16.0,135.1,57.1,191.1,313.2,567.2,618.6,368.3,336.4,227.7,197.3,12.8,3040.8,151.1,561.3,1890.6,437.9
Tripura,1935,0.6,48.3,43.7,173.3,171.2,547.1,506.4,553.5,339.1,124.8,33.1,2.2,2543.3,48.8,388.2,1946.1,160.1
Tripura,1936,19.3,73.1,104.6,227.5,489.5,418.3,529.7,507.6,309.4,202.6,22.6,13.0,2917.1,92.4,821.6,1765.0,238.2
Tripura,1937,0.1,60.0,37.3,85.4,337.1,528.9,490.1,614.8,291.0,207.1,17.9,72.0,2741.6,60.1,459.8,1924.7,297.0
Tripura,1938,29.2,29.2,133.8,153.6,429.0,494.6,413.6,491.4,441.7,243.9,111.7,0.0,2971.6,58.4,716.4,1841.2,355.6
Tripura,1939,2.6,59.3,34.5,203.7,274.4,449.6,638.8,333.9,380.8,198.8,30.0,2.0,2608.3,61.8,512.6,1803.1,230.8
Tripura,1940,0.3,74.6,230.9,35.5,325.6,496.2,458.2,345.7,373.3,131.6,31.4,23.6,2526.7,74.8,592.0,1673.4,186.5
Tripura,1941,14.1,63.1,34.1,256.6,563.1,689.4,489.5,372.6,288.2,143.3,44.2,7.9,2966.2,77.2,853.8,1839.7,195.5
Tripura,1942,6.0,15.7,78.7,250.4,305.3,528.7,403.3,461.8,420.8,65.4,143.2,1.5,2680.9,21.7,634.4,1814.6,210.1
Tripura,1943,68.4,28.8,131.3,143.7,210.3,496.1,422.5,485.2,354.9,84.0,2.2,0.6,2427.9,97.2,485.2,1758.8,86.7
Tripura,1944,91.4,20.2,69.7,128.6,321.8,670.5,527.9,440.7,490.8,110.5,4.4,0.7,2877.3,111.6,520.2,2130.0,115.6
Tripura,1945,68.7,60.9,67.7,170.4,354.2,595.3,573.9,509.7,378.8,205.6,13.3,53.3,3051.9,129.6,592.3,2057.7,272.2
Tripura,1946,0.0,19.1,189.3,237.5,352.4,517.5,647.7,397.9,305.1,311.4,7.7,50.5,3036.2,19.1,779.2,1868.2,369.6
Tripura,1947,3.0,4.3,44.3,176.0,374.4,723.9,640.5,491.1,415.6,306.0,1.7,29.7,3210.2,7.3,594.6,2271.1,337.3
Tripura,1948,5.5,65.1,54.3,206.5,468.4,410.3,500.1,472.5,424.2,140.0,71.4,3.7,2822.1,70.6,729.3,1807.2,215.1
Tripura,1949,8.1,12.6,67.4,370.2,419.6,562.8,507.7,416.9,427.5,177.3,4.2,2.0,2976.3,20.6,857.3,1914.9,183.5
Tripura,1950,12.3,59.7,79.1,87.8,207.4,407.4,449.4,535.3,255.4,237.5,82.9,8.7,2423.0,72.1,374.3,1647.5,329.1
Tripura,1951,3.9,0.2,62.4,360.1,233.7,495.0,436.2,440.5,191.1,310.6,54.9,20.8,2609.3,4.1,656.3,1562.7,386.2
Tripura,1952,9.6,6.5,97.1,208.2,345.9,442.6,556.8,422.8,320.5,323.6,76.2,1.1,2810.9,16.1,651.2,1742.7,400.9
Tripura,1953,7.4,16.5,98.4,90.0,453.5,570.9,387.0,424.3,443.8,136.2,25.0,8.7,2661.6,23.8,641.9,1825.9,169.9
Tripura,1954,12.8,52.4,37.7,165.3,300.2,619.8,491.4,558.3,361.7,294.2,2.4,8.8,2905.1,65.2,503.3,2031.2,305.4
Tripura,1955,6.2,5.7,161.3,213.6,280.6,461.4,559.2,514.7,253.8,183.5,220.2,5.1,2865.0,11.9,655.5,1789.0,408.7
Tripura,1956,18.3,1.3,102.2,115.5,474.0,758.9,529.8,469.6,257.5,187.1,101.1,7.4,3022.7,19.6,691.7,2015.7,295.6
Tripura,1957,59.1,60.6,10.2,104.8,300.1,409.1,425.7,429.1,354.4,148.3,0.8,1.7,2303.9,119.7,415.1,1618.3,150.8
Tripura,1958,6.2,87.2,18.3,93.7,400.6,256.4,308.3,254.8,299.5,238.5,2.3,2.7,1968.6,93.4,512.6,1119.0,243.5
Tripura,1959,39.9,77.7,148.0,74.0,260.0,378.5,396.3,357.3,239.1,352.8,0.1,3.9,2327.6,117.6,482.0,1371.2,356.8
